,gw,manager,entry,points,picks
9527,37,Bundas,2,70.0,"(('Pickford', '8'), ('Branthwaite', '6'), ('Burn', '3'), ('Livramento', '2'), ('Palmer', '21'), ('Son', '8'), ('Richarlison', '0'), ('Gordon', '8'), ('Gallagher', '3'), ('N.Jackson', '7'), ('Calvert-Lewin', '4'))"
9528,37,emp1,1,70.0,"(('Pickford', '8'), ('Saliba', '9'), ('Gabriel', '7'), ('Branthwaite', '6'), ('Rice', '6'), ('Kudus', '5'), ('Salah', '2'), ('Eze', '8'), ('Solanke', '6'), ('Isak', '6'), ('N.Jackson', '7'))"
9529,37,jose21,2,69.5,"(('Raya', '5'), ('White', '6'), ('Pedro Porro', '10'), ('Alexander-Arnold', '1'), ('Foden', '16.5'), ('Bowen', '2'), ('A.Doucoure', '8'), ('L.Cook', '2'), ('Darwin', '1'), ('Wilson', '0'), ('Welbeck', '18'))"
9530,37,phemaduyaza,1,69.5,"(('A.Becker', '1'), ('Gabriel', '7'), ('Pau', '1'), ('Saliba', '9'), ('Foden', '11'), ('Salah', '2'), ('Diaby', '5'), ('Gordon', '8'), ('Wood', '2'), ('Welbeck', '13.5'), ('Cunha', '10'))"
9531,37,Mr.2,3,67.0,"(('Onana', '5'), ('Cash', '0'), ('Van de Ven', '18'), ('Collins', '2'), ('Saka', '2'), ('Salah', '2'), ('Gibbs-White', '18'), ('Garnacho', '4'), ('Richarlison', '0'), ('Haaland', '15'), ('Morris', '1'))"
9532,37,ialreadywonbruv,2,63.5,"(('Ederson M.', '13'), ('Livramento', '2'), ('Chalobah', '3'), ('Romero', '2'), ('Bruno G.', '8'), ('Havertz', '6'), ('Gallagher', '3'), ('Foden', '16.5'), ('Son', '4'), ('Wilson', '0'), ('J.Alvarez', '6'))"
9533,37,unathi12,3,60.0,"(('Pickford', '8'), ('Alexander-Arnold', '1'), ('Saliba', '9'), ('Muñoz', '1'), ('Saka', '4'), ('Palmer', '14'), ('Foden', '11'), ('Bowen', '2'), ('Son', '6'), ('Calvert-Lewin', '4'), ('Wilson', '0'))"
9534,37,ialreadywonbruv,5,57.5,"(('Pickford', '8'), ('Coufal', '2'), ('Akanji', '12'), ('Alexander-Arnold', '1'), ('Hee Chan', '2'), ('Eze', '8'), ('Garnacho', '4'), ('Ødegaard', '4.5'), ('Antonio', '2'), ('Gakpo', '6'), ('Isak', '8'))"
9535,37,ialreadywonbruv,4,49.5,"(('Onana', '5'), ('Branthwaite', '6'), ('Zouma', '2'), ('Aké', '1'), ('B.Fernandes', '5'), ('Maddison', '6'), ('Bowen', '4'), ('Rice', '4.5'), ('Salah', '2'), ('Watkins', '5'), ('Mateta', '9'))"
9536,37,Frankenstein 🧟‍♂️,1,34.5,"(('Pickford', '8'), ('Gabriel', '7'), ('Robertson', '0'), ('T.Silva', '2'), ('Son', '4'), ('Doku', '5'), ('Schlupp', '1.5'), ('Ødegaard', '3'), ('Darwin', '2'), ('Wilson', '0'), ('Antonio', '2'))"
9537,38,MRS T,2,129.0,"(('A.Becker', '6'), ('Pedro Porro', '14'), ('Doughty', '5'), ('Alexander-Arnold', '6'), ('Olise', '6'), ('Eze', '18'), ('Son', '14'), ('Wilson', '15'), ('Mateta', '30'), ('Adebayo', '2'), ('Raúl', '13'))"
9538,38,unathi12,1,110.5,"(('Raya', '2'), ('Pedro Porro', '14'), ('Saliba', '2'), ('Alexander-Arnold', '6'), ('Palmer', '6'), ('Foden', '22.5'), ('Trossard', '2'), ('Eze', '18'), ('De Bruyne', '4'), ('Isak', '14'), ('Mateta', '20'))"
9539,38,red_submarine,1,107.5,"(('Leno', '2'), ('Pedro Porro', '14'), ('Gvardiol', '2'), ('Gabriel', '1'), ('Palmer', '6'), ('Son', '10.5'), ('Kulusevski', '16'), ('Eze', '18'), ('Haaland', '4'), ('Isak', '14'), ('Mateta', '20'))"
9540,38,sisitha,1,107.5,"(('Leno', '2'), ('Gvardiol', '2'), ('Alexander-Arnold', '6'), ('Pedro Porro', '14'), ('Palmer', '6'), ('Foden', '22.5'), ('Olise', '6'), ('Son', '7'), ('Eze', '18'), ('Haaland', '4'), ('Mateta', '20'))"
9541,38,blade_024,1,106.0,"(('A.Becker', '6'), ('Pedro Porro', '14'), ('Gvardiol', '2'), ('Virgil', '9'), ('Foden', '15'), ('Salah', '12'), ('Palmer', '6'), ('Olise', '6'), ('Watkins', '2'), ('Isak', '14'), ('Mateta', '20'))"
9542,38,chiefmatt,4,104.0,"(('Ortega Moreno', '2'), ('Doughty', '5'), ('Martinez', '1'), ('Wan-Bissaka', '6'), ('Olise', '6'), ('Eze', '27'), ('Foden', '15'), ('Son', '14'), ('Salah', '6'), ('Mateta', '20'), ('Haaland', '2'))"
9543,38,Optionals,3,104.0,"(('A.Becker', '6'), ('Gvardiol', '2'), ('Alexander-Arnold', '6'), ('Van de Ven', '6'), ('Robertson', '8'), ('Son', '7'), ('Foden', '30'), ('Palmer', '6'), ('Ødegaard', '10'), ('Havertz', '9'), ('Isak', '14'))"
9544,38,sleekmachine,1,104.0,"(('Pickford', '1'), ('Branthwaite', '1'), ('Pedro Porro', '14'), ('Tarkowski', '0'), ('Palmer', '9'), ('Foden', '30'), ('Son', '7'), ('Salah', '6'), ('Isak', '14'), ('Antonio', '2'), ('Mateta', '20'))"
9545,38,CR7FC,4,102.0,"(('Raya', '2'), ('Pedro Porro', '14'), ('Gvardiol', '2'), ('Alexander-Arnold', '6'), ('Mitchell', '6'), ('Salah', '12'), ('Son', '7'), ('Havertz', '6'), ('B.Fernandes', '0'), ('Eze', '27'), ('Mateta', '20'))"
9546,38,Zidanes team,1,102.0,"(('Vicario', '6'), ('Saliba', '2'), ('Walker', '2'), ('Pedro Porro', '14'), ('Salah', '6'), ('Palmer', '6'), ('Eze', '18'), ('Gross', '2'), ('Foden', '15'), ('Isak', '28'), ('Gakpo', '3'))"
9547,38,MESSITHEGOAT,4,100.5,"(('Ortega Moreno', '2'), ('White', '2'), ('Tomiyasu', '9'), ('Quansah', '15'), ('Salah', '6'), ('Son', '7'), ('Palmer', '12'), ('Amad', '3'), ('Foden', '22.5'), ('Haaland', '2'), ('Mateta', '20'))"
9548,38,russiandon,2,100.0,"(('Raya', '2'), ('Gvardiol', '2'), ('Pedro Porro', '14'), ('Schär', '1'), ('Palmer', '6'), ('Foden', '15'), ('Ødegaard', '10'), ('Rice', '1'), ('Eze', '18'), ('Haaland', '3'), ('Isak', '28'))"
9549,38,ialreadywonbruv,4,99.5,"(('Raya', '2'), ('Alexander-Arnold', '6'), ('Chalobah', '2'), ('Muñoz', '10'), ('Ødegaard', '10'), ('Foden', '15'), ('Eze', '18'), ('Elliott', '12'), ('Son', '10.5'), ('Wood', '13'), ('Nkunku', '1'))"
9550,38,chiefmatt,10,98.5,"(('Muric', '2'), ('Robertson', '8'), ('Virgil', '6'), ('Assignon', '0'), ('De Bruyne', '2'), ('Foden', '22.5'), ('Olise', '12'), ('Havertz', '6'), ('Eze', '18'), ('Haaland', '2'), ('Mateta', '20'))"
9551,38,justincredibles,1,98.0,"(('Ortega Moreno', '2'), ('Pedro Porro', '14'), ('Gabriel', '1'), ('Quansah', '15'), ('Salah', '9'), ('Palmer', '6'), ('Foden', '15'), ('Havertz', '6'), ('Johnson', '6'), ('Haaland', '4'), ('Mateta', '20'))"
9552,38,MRS T,1,98.0,"(('Ortega Moreno', '2'), ('Doughty', '5'), ('Alexander-Arnold', '6'), ('Quansah', '15'), ('Salah', '9'), ('Son', '14'), ('Palmer', '6'), ('Olise', '6'), ('Haaland', '2'), ('Wood', '13'), ('Mateta', '20'))"
9553,38,its_jivi_,1,95.0,"(('Raya', '2'), ('White', '2'), ('Gvardiol', '2'), ('Pedro Porro', '14'), ('Kulusevski', '16'), ('Palmer', '6'), ('Son', '14'), ('Rice', '1'), ('Foden', '15'), ('Haaland', '3'), ('Mateta', '20'))"
9554,38,Ndumiso,1,95.0,"(('Raya', '2'), ('Gvardiol', '2'), ('Romero', '6'), ('Pedro Porro', '14'), ('Son', '14'), ('Foden', '15'), ('Eze', '18'), ('Palmer', '6'), ('Ødegaard', '10'), ('Haaland', '3'), ('Morris', '5'))"
9555,38,noah,1,94.0,"(('Ortega Moreno', '2'), ('Alexander-Arnold', '6'), ('Robertson', '8'), ('Doughty', '5'), ('Olise', '6'), ('Eze', '18'), ('Salah', '12'), ('Gibbs-White', '3'), ('Mateta', '20'), ('Wood', '13'), ('Nkunku', '1'))"
9556,38,DokotelaVuyo,4,93.5,"(('Raya', '2'), ('Pedro Porro', '14'), ('White', '2'), ('Gabriel', '1'), ('Barnes', '10.5'), ('Palmer', '6'), ('Foden', '15'), ('Bernardo', '10'), ('De Bruyne', '4'), ('Wissa', '9'), ('Mateta', '20'))"
9557,38,Ndumiso,3,93.5,"(('Raya', '2'), ('Robertson', '8'), ('Gvardiol', '2'), ('Pedro Porro', '14'), ('Son', '10.5'), ('Foden', '15'), ('Palmer', '6'), ('Johnson', '6'), ('Havertz', '6'), ('Haaland', '4'), ('Mateta', '20'))"
9558,38,MESSITHEGOAT,5,92.5,"(('Raya', '2'), ('Tomiyasu', '9'), ('Quansah', '15'), ('Drăgușin', '6'), ('Son', '10.5'), ('De Bruyne', '2'), ('Foden', '15'), ('Palmer', '6'), ('Havertz', '12'), ('Haaland', '2'), ('Raúl', '13'))"
9559,38,michaelowenflynn,1,92.0,"(('Pope', '1'), ('Gabriel', '1'), ('Alexander-Arnold', '6'), ('White', '2'), ('Palmer', '9'), ('Foden', '15'), ('Salah', '12'), ('Olise', '6'), ('Eze', '18'), ('Mateta', '20'), ('Gakpo', '2'))"
9560,38,Ndumiso,2,92.0,"(('Ortega Moreno', '2'), ('Guéhi', '6'), ('Gvardiol', '2'), ('Pedro Porro', '14'), ('Son', '14'), ('Havertz', '6'), ('Salah', '6'), ('Palmer', '6'), ('Haaland', '3'), ('Mateta', '20'), ('Wood', '13'))"
9561,38,Prishern,1,91.5,"(('A.Becker', '6'), ('Reguilón', '1'), ('Pedro Porro', '14'), ('Doughty', '5'), ('Palmer', '6'), ('Son', '10.5'), ('Salah', '6'), ('Olise', '6'), ('Haaland', '4'), ('Mateta', '20'), ('Wood', '13'))"
9562,38,CR7FC,9,91.0,"(('A.Becker', '6'), ('White', '2'), ('Gvardiol', '2'), ('Pedro Porro', '14'), ('Eze', '18'), ('Olise', '12'), ('Martinelli', '3'), ('Havertz', '6'), ('Johnson', '6'), ('Mateta', '20'), ('Haaland', '2'))"
9563,38,MESSITHEGOAT,2,91.0,"(('Ortega Moreno', '2'), ('Tomiyasu', '9'), ('Quansah', '15'), ('Drăgușin', '6'), ('Salah', '6'), ('Son', '14'), ('Palmer', '6'), ('Foden', '15'), ('Trossard', '2'), ('Haaland', '3'), ('Wood', '13'))"
9564,38,MESSITHEGOAT,6,91.0,"(('Ortega Moreno', '2'), ('Tomiyasu', '9'), ('Quansah', '15'), ('Van de Ven', '6'), ('Foden', '30'), ('Salah', '9'), ('Son', '7'), ('Havertz', '6'), ('Garnacho', '3'), ('Haaland', '2'), ('Adebayo', '2'))"
9565,38,sash,2,91.0,"(('Vicario', '6'), ('White', '2'), ('Gvardiol', '2'), ('Pedro Porro', '14'), ('Palmer', '9'), ('Foden', '15'), ('Havertz', '6'), ('Son', '7'), ('Olise', '6'), ('Haaland', '4'), ('Mateta', '20'))"
9566,38,maankykersfc,2,90.5,"(('Ortega Moreno', '2'), ('Alexander-Arnold', '6'), ('Muñoz', '10'), ('Gabriel', '1'), ('Son', '10.5'), ('Havertz', '6'), ('Salah', '12'), ('Palmer', '6'), ('Foden', '15'), ('Mateta', '20'), ('Gakpo', '2'))"
9567,38,onkgo39,1,90.5,"(('Raya', '2'), ('White', '2'), ('Schär', '1'), ('Pedro Porro', '14'), ('Palmer', '12'), ('Foden', '22.5'), ('Son', '7'), ('Havertz', '6'), ('Rodrigo', '8'), ('Watkins', '2'), ('Isak', '14'))"
9568,38,jacquesmieny,1,89.0,"(('Steele', '1'), ('Gvardiol', '2'), ('Quansah', '15'), ('Gabriel', '1'), ('Johnson', '6'), ('Palmer', '6'), ('Salah', '12'), ('Havertz', '9'), ('Foden', '15'), ('Haaland', '2'), ('Mateta', '20'))"
9569,38,melzfc_,1,87.5,"(('Areola', '4'), ('Alexander-Arnold', '6'), ('Gusto', '0'), ('Van de Ven', '6'), ('Trossard', '2'), ('Son', '7'), ('Havertz', '6'), ('Foden', '22.5'), ('Palmer', '12'), ('Haaland', '2'), ('Mateta', '20'))"
9570,38,Prishern,2,87.5,"(('Vicario', '6'), ('Reguilón', '1'), ('Alexander-Arnold', '6'), ('Doughty', '5'), ('Palmer', '12'), ('Son', '10.5'), ('Salah', '6'), ('Olise', '6'), ('Gakpo', '2'), ('Mateta', '20'), ('Wood', '13'))"
9571,38,chiefmatt,9,86.0,"(('Ortega Moreno', '2'), ('Gabriel', '1'), ('Gvardiol', '2'), ('Pedro Porro', '14'), ('Palmer', '6'), ('Son', '14'), ('Salah', '9'), ('De Bruyne', '2'), ('Mateta', '20'), ('Isak', '14'), ('Cunha', '2'))"
9572,38,quwenafc,1,86.0,"(('Leno', '2'), ('White', '2'), ('Pedro Porro', '14'), ('Van de Ven', '6'), ('Palmer', '9'), ('Olise', '6'), ('Foden', '15'), ('Gibbs-White', '2'), ('Salah', '6'), ('Haaland', '4'), ('Mateta', '20'))"
9573,38,sakhumzi99,1,86.0,"(('Vicario', '6'), ('Gvardiol', '2'), ('Pedro Porro', '14'), ('Cucurella', '1'), ('Palmer', '9'), ('Havertz', '6'), ('Son', '7'), ('Foden', '15'), ('N.Jackson', '2'), ('Haaland', '4'), ('Mateta', '20'))"
9574,38,CR7FC,1,85.5,"(('Raya', '2'), ('Gvardiol', '2'), ('Cucurella', '1'), ('White', '2'), ('Foden', '22.5'), ('Palmer', '6'), ('Olise', '6'), ('Eze', '18'), ('Haaland', '4'), ('Mateta', '20'), ('N.Jackson', '2'))"
9575,38,kolboyce,2,84.5,"(('Petrović', '3'), ('Pedro Porro', '14'), ('Gvardiol', '2'), ('Gabriel', '1'), ('Palmer', '12'), ('Havertz', '6'), ('Olise', '6'), ('Foden', '15'), ('Son', '10.5'), ('Haaland', '2'), ('Wood', '13'))"
9576,38,Makeswa,2,84.5,"(('A.Becker', '6'), ('White', '2'), ('Saliba', '2'), ('Gabriel', '1.5'), ('Virgil', '6'), ('Alexander-Arnold', '6'), ('Bernardo', '20'), ('Palmer', '6'), ('Foden', '15'), ('Eze', '18'), ('Haaland', '2'))"
9577,38,MESSITHEGOAT,3,84.5,"(('Ortega Moreno', '2'), ('Gabriel', '1'), ('Pedro Porro', '14'), ('Tomiyasu', '9'), ('Salah', '12'), ('Son', '10.5'), ('Palmer', '6'), ('Garnacho', '3'), ('Doku', '5'), ('Haaland', '2'), ('Mateta', '20'))"
9578,38,Sundowns,8,84.5,"(('Raya', '2'), ('Gvardiol', '2'), ('Gabriel', '1'), ('Saliba', '2'), ('Palmer', '6'), ('Son', '14'), ('Foden', '22.5'), ('Olise', '6'), ('Isak', '14'), ('Raúl', '13'), ('Haaland', '2'))"
9579,38,Bundas,2,84.0,"(('Raya', '2'), ('White', '2'), ('Saliba', '2'), ('Pedro Porro', '14'), ('Van de Ven', '6'), ('Romero', '6'), ('Foden', '15'), ('Bernardo', '10'), ('Sterling', '18'), ('Palmer', '6'), ('Haaland', '3'))"
9580,38,lluwellen007,1,84.0,"(('Raya', '2'), ('Gvardiol', '2'), ('White', '2'), ('Pedro Porro', '14'), ('Palmer', '12'), ('Foden', '15'), ('Son', '7'), ('Havertz', '9'), ('Olise', '6'), ('Haaland', '2'), ('Wood', '13'))"
9581,38,shawthing,1,84.0,"(('Raya', '2'), ('Gvardiol', '2'), ('Van de Ven', '6'), ('Gabriel', '1'), ('Palmer', '9'), ('Havertz', '6'), ('Foden', '15'), ('Salah', '6'), ('Haaland', '4'), ('Mateta', '20'), ('Wood', '13'))"
9582,38,Nico Celento,5,83.0,"(('Vicario', '6'), ('Alexander-Arnold', '6'), ('Virgil', '6'), ('Pedro Porro', '14'), ('Quansah', '15'), ('Van de Ven', '6'), ('Foden', '15'), ('Trossard', '4'), ('Havertz', '6'), ('Mbeumo', '3'), ('Haaland', '2'))"
9583,38,Sundowns,7,83.0,"(('Ortega Moreno', '2'), ('Saliba', '2'), ('Pedro Porro', '14'), ('Gabriel', '1'), ('Son', '7'), ('Foden', '15'), ('Palmer', '9'), ('Eze', '18'), ('Sterling', '9'), ('Haaland', '4'), ('N.Jackson', '2'))"
9584,38,chadfollentine,1,82.5,"(('Vicario', '6'), ('White', '2'), ('Gvardiol', '2'), ('Alexander-Arnold', '6'), ('Palmer', '6'), ('Foden', '22.5'), ('Son', '7'), ('Olise', '6'), ('Haaland', '4'), ('Mateta', '20'), ('Muniz', '1'))"
9585,38,CR7FC,6,82.5,"(('Ortega Moreno', '2'), ('White', '2'), ('Pedro Porro', '14'), ('Cucurella', '1'), ('Robertson', '8'), ('Palmer', '6'), ('Doku', '5'), ('Foden', '30'), ('Son', '7'), ('Salah', '6'), ('Darwin', '1.5'))"
9586,38,Hiren,1,82.5,"(('Raya', '2'), ('Pedro Porro', '14'), ('Gvardiol', '2'), ('Robinson', '0'), ('Palmer', '6'), ('Ødegaard', '10'), ('Foden', '15'), ('Son', '10.5'), ('Olise', '6'), ('Haaland', '4'), ('Wood', '13'))"
9587,38,Mr.2,2,82.5,"(('Dubravka', '0'), ('Gvardiol', '2'), ('Pedro Porro', '14'), ('Gusto', '0'), ('Palmer', '6'), ('Foden', '22.5'), ('Son', '14'), ('Johnson', '6'), ('Haaland', '2'), ('Isak', '14'), ('N.Jackson', '2'))"
9588,38,melzfc_,2,82.0,"(('A.Becker', '6'), ('Gabriel', '1'), ('Pedro Porro', '14'), ('Gvardiol', '2'), ('Salah', '12'), ('Palmer', '9'), ('Foden', '15'), ('Doku', '5'), ('Isak', '14'), ('N.Jackson', '2'), ('Gakpo', '2'))"
9589,38,sakhumzi99,2,82.0,"(('Petrović', '3'), ('Alexander-Arnold', '6'), ('Van de Ven', '6'), ('Pedro Porro', '14'), ('Palmer', '12'), ('Bernardo', '10'), ('Johnson', '6'), ('Olise', '6'), ('Haaland', '3'), ('Isak', '14'), ('Watkins', '2'))"
9590,38,ialreadywonbruv,1,81.5,"(('Raya', '2'), ('Gabriel', '1'), ('Gvardiol', '2'), ('Cucurella', '1'), ('Salah', '6'), ('Foden', '22.5'), ('Havertz', '6'), ('Palmer', '12'), ('Son', '7'), ('Mateta', '20'), ('Gakpo', '2'))"
9591,38,Bundas,3,81.0,"(('Ortega Moreno', '2'), ('Pedro Porro', '14'), ('Van de Ven', '6'), ('Walker', '2'), ('Palmer', '6'), ('Son', '14'), ('Havertz', '9'), ('Ødegaard', '10'), ('Trossard', '2'), ('Isak', '14'), ('N.Jackson', '2'))"
9592,38,CR7FC,2,81.0,"(('Petrović', '3'), ('Alexander-Arnold', '6'), ('Muñoz', '10'), ('Mitchell', '6'), ('Ødegaard', '10'), ('Havertz', '12'), ('Trossard', '3'), ('Salah', '6'), ('Luis Díaz', '3'), ('N.Jackson', '2'), ('Mateta', '20'))"
9593,38,DokotelaVuyo,2,81.0,"(('Raya', '2'), ('Pedro Porro', '14'), ('Gvardiol', '3'), ('Alexander-Arnold', '6'), ('Palmer', '6'), ('Havertz', '6'), ('Rice', '2'), ('Olise', '6'), ('Mateta', '20'), ('Haaland', '2'), ('Isak', '14'))"
9594,38,duxonetime,1,81.0,"(('Ortega Moreno', '2'), ('Gusto', '0'), ('Pedro Porro', '14'), ('White', '2'), ('Palmer', '12'), ('Son', '7'), ('Havertz', '6'), ('Eze', '18'), ('Foden', '15'), ('Haaland', '3'), ('N.Jackson', '2'))"
9595,38,ialreadywonbruv,2,81.0,"(('A.Becker', '6'), ('White', '2'), ('Virgil', '6'), ('Gvardiol', '2'), ('Salah', '12'), ('Bernardo', '10'), ('De Bruyne', '3'), ('Kulusevski', '16'), ('Trossard', '2'), ('N.Jackson', '2'), ('Mateta', '20'))"
9596,38,lindinho,1,81.0,"(('Vicario', '6'), ('Pedro Porro', '14'), ('Gusto', '0'), ('Saliba', '2'), ('Palmer', '6'), ('Son', '14'), ('Eze', '18'), ('Hudson-Odoi', '2'), ('Watkins', '2'), ('Haaland', '3'), ('Isak', '14'))"
9597,38,omar,1,81.0,"(('Ortega Moreno', '2'), ('White', '2'), ('Gvardiol', '2'), ('Alexander-Arnold', '9'), ('Palmer', '6'), ('Foden', '30'), ('Salah', '6'), ('Trossard', '2'), ('Bowen', '0'), ('Mateta', '20'), ('Amdouni', '2'))"
9598,38,peter3845,2,81.0,"(('Ortega Moreno', '2'), ('Tomiyasu', '9'), ('White', '2'), ('Pedro Porro', '14'), ('Alexander-Arnold', '6'), ('Palmer', '9'), ('Foden', '30'), ('Gibbs-White', '2'), ('Martinelli', '2'), ('Luis Díaz', '3'), ('Haaland', '2'))"
9599,38,PRIME XI,1,81.0,"(('Raya', '2'), ('White', '2'), ('Gvardiol', '2'), ('Pedro Porro', '14'), ('Palmer', '12'), ('Foden', '15'), ('Son', '7'), ('Trossard', '2'), ('Haaland', '3'), ('N.Jackson', '2'), ('Mateta', '20'))"
9600,38,sash,3,81.0,"(('Vicario', '6'), ('White', '2'), ('Gvardiol', '2'), ('Pedro Porro', '14'), ('Gabriel', '1'), ('Dalot', '15'), ('Palmer', '6'), ('Foden', '15'), ('Havertz', '9'), ('Son', '7'), ('Haaland', '4'))"
9601,38,dutoitboss,2,80.5,"(('Vicario', '6'), ('Gvardiol', '2'), ('Virgil', '6'), ('White', '2'), ('Salah', '12'), ('Havertz', '6'), ('Luis Díaz', '3'), ('Palmer', '6'), ('Foden', '22.5'), ('Wood', '13'), ('Watkins', '2'))"
9602,38,matshantshantsa,2,80.5,"(('A.Becker', '6'), ('Walker', '2'), ('Saliba', '2'), ('Pedro Porro', '14'), ('Palmer', '12'), ('Son', '10.5'), ('Havertz', '6'), ('Bernardo', '10'), ('Wissa', '9'), ('Højlund', '7'), ('Watkins', '2'))"
9603,38,shawthing,2,80.5,"(('Petrović', '3'), ('T.Silva', '2'), ('Gabriel', '1'), ('Pedro Porro', '14'), ('Palmer', '12'), ('Foden', '15'), ('Son', '10.5'), ('Havertz', '6'), ('Haaland', '2'), ('Wood', '13'), ('Gakpo', '2'))"
9604,38,Emilio24,1,80.0,"(('Ortega Moreno', '2'), ('White', '2'), ('Virgil', '6'), ('Quansah', '15'), ('Salah', '12'), ('Palmer', '6'), ('Olise', '6'), ('Havertz', '6'), ('Haaland', '3'), ('Mateta', '20'), ('N.Jackson', '2'))"
9605,38,khetxmene,2,79.5,"(('Petrović', '3'), ('Gabriel', '1'), ('Gvardiol', '2'), ('Pedro Porro', '14'), ('Palmer', '6'), ('Foden', '15'), ('Son', '10.5'), ('Olise', '6'), ('Bruno G.', '16'), ('Haaland', '4'), ('N.Jackson', '2'))"
9606,38,Makeswa,4,79.0,"(('Ortega Moreno', '2'), ('White', '2'), ('Pedro Porro', '14'), ('Gvardiol', '2'), ('Garnacho', '3'), ('B.Fernandes', '0'), ('Eze', '27'), ('Olise', '12'), ('J.Murphy', '7'), ('Semenyo', '1'), ('Wissa', '9'))"
9607,38,Prishern,3,79.0,"(('Ortega Moreno', '2'), ('Gvardiol', '2'), ('Alexander-Arnold', '6'), ('Doughty', '5'), ('Palmer', '6'), ('Son', '14'), ('Salah', '6'), ('Hudson-Odoi', '2'), ('Haaland', '3'), ('Mateta', '20'), ('Wood', '13'))"
9608,38,u•235,2,78.5,"(('Vicario', '6'), ('Pedro Porro', '14'), ('Romero', '6'), ('Virgil', '6'), ('Gvardiol', '2'), ('White', '2'), ('Palmer', '6'), ('Foden', '22.5'), ('Salah', '12'), ('B.Fernandes', '0'), ('Watkins', '2'))"
9609,38,chiefmatt,1,78.0,"(('Ortega Moreno', '2'), ('White', '2'), ('Pedro Porro', '14'), ('Gabriel', '1'), ('Salah', '9'), ('Palmer', '6'), ('Foden', '15'), ('Trossard', '2'), ('Garnacho', '3'), ('Haaland', '4'), ('Mateta', '20'))"
9610,38,steezy_striker,2,78.0,"(('Vicario', '6'), ('Gabriel', '1'), ('Robertson', '8'), ('Gvardiol', '2'), ('Foden', '15'), ('B.Fernandes', '0'), ('Trossard', '2'), ('Palmer', '6'), ('Isak', '14'), ('Haaland', '4'), ('Mateta', '20'))"
9611,38,zbongo,2,78.0,"(('Leno', '2'), ('Gvardiol', '4'), ('Pedro Porro', '14'), ('Van de Ven', '6'), ('Foden', '15'), ('Salah', '6'), ('B.Fernandes', '0'), ('De Bruyne', '2'), ('Palmer', '6'), ('Gakpo', '3'), ('Mateta', '20'))"
9612,38,shawthing,3,77.5,"(('Petrović', '3'), ('White', '2'), ('Gvardiol', '2'), ('Walker', '2'), ('Foden', '22.5'), ('Palmer', '6'), ('Olise', '6'), ('Salah', '12'), ('Havertz', '6'), ('N.Jackson', '2'), ('Isak', '14'))"
9613,38,All Stars FC,1,77.0,"(('Raya', '2'), ('White', '2'), ('Gvardiol', '2'), ('Pedro Porro', '14'), ('Palmer', '9'), ('Trossard', '2'), ('Salah', '12'), ('Johnson', '6'), ('Olise', '6'), ('Haaland', '2'), ('Mateta', '20'))"
9614,38,enselin,1,77.0,"(('Vicario', '6'), ('Pedro Porro', '14'), ('Gvardiol', '2'), ('Gabriel', '1'), ('Palmer', '9'), ('Foden', '15'), ('Saka', '0'), ('Olise', '6'), ('Son', '7'), ('Haaland', '4'), ('Wood', '13'))"
9615,38,justincredibles,4,77.0,"(('Ortega Moreno', '2'), ('Gabriel', '1'), ('Alexander-Arnold', '6'), ('Tomiyasu', '9'), ('Palmer', '9'), ('Foden', '15'), ('Sterling', '9'), ('Son', '7'), ('Martinelli', '2'), ('Haaland', '4'), ('Wood', '13'))"
9616,38,khuliso2,1,77.0,"(('Onana', '7'), ('Saliba', '2'), ('Robinson', '0'), ('Pedro Porro', '14'), ('Foden', '30'), ('Eze', '18'), ('Tielemans', '0'), ('Buonanotte', '0'), ('Haaland', '2'), ('Gakpo', '2'), ('Welbeck', '2'))"
9617,38,ricericebaby,1,76.5,"(('A.Becker', '6'), ('White', '2'), ('Gabriel', '1'), ('Schär', '1'), ('Palmer', '12'), ('Son', '10.5'), ('Salah', '6'), ('Rice', '1'), ('Foden', '15'), ('Mateta', '20'), ('N.Jackson', '2'))"
9618,38,chiefmatt,7,76.0,"(('Raya', '2'), ('White', '2'), ('Gabriel', '1'), ('Alexander-Arnold', '6'), ('Son', '7'), ('Gibbs-White', '2'), ('Hee Chan', '2'), ('Sterling', '9'), ('Gakpo', '2'), ('Haaland', '3'), ('Mateta', '40'))"
9619,38,goldeneye3,1,76.0,"(('Raya', '2'), ('White', '2'), ('Gvardiol', '2'), ('Gabriel', '1'), ('Pedro Porro', '14'), ('Van de Ven', '6'), ('Palmer', '9'), ('Son', '7'), ('Foden', '15'), ('Haaland', '4'), ('Isak', '14'))"
9620,38,imrahnadams@icloud.com,1,76.0,"(('Raya', '2'), ('Gabriel', '1'), ('Gvardiol', '2'), ('Pedro Porro', '14'), ('Salah', '6'), ('Foden', '15'), ('Palmer', '9'), ('Rice', '1'), ('Mateta', '20'), ('Adebayo', '2'), ('Haaland', '4'))"
9621,38,Optionals,1,76.0,"(('A.Becker', '6'), ('White', '2'), ('Tomiyasu', '9'), ('Robertson', '8'), ('Mitchell', '6'), ('Johnson', '6'), ('Havertz', '6'), ('Salah', '12'), ('Rodrigo', '8'), ('Bernardo', '10'), ('Haaland', '3'))"
