first_name,second_name,goals_scored,assists,total_points,minutes,goals_conceded,creativity,influence,threat,bonus,bps,ict_index,clean_sheets,red_cards,yellow_cards,selected_by_percent,now_cost,element_type
Danny,Ings,1,3,32,270,4,76.5,97.0,159.0,4,110,33.4,0,0,0,1.2,49,FWD
Max,Kilman,0,1,72,2988,58,199.0,759.8,140.0,5,346,110.2,5,0,4,1.3,43,DEF
Mohammed,Kudus,4,3,90,2332,43,479.4,402.2,697.0,4,316,157.7,6,1,1,2.4,62,MID
Luis Guilherme,Lira dos Santos,0,0,11,128,5,47.1,24.6,27.0,0,44,9.8,0,0,0,0.0,46,MID
Lucas,Tolentino Coelho de Lima,4,1,78,2253,48,607.1,413.4,258.0,5,353,127.6,4,0,8,1.0,57,MID
Konstantinos,Mavropanos,0,0,41,1936,38,74.0,458.6,160.0,4,206,69.3,2,1,4,0.1,43,DEF
Nayef,Aguerd,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44,DEF
Tomáš,Souček,8,2,111,2247,41,222.3,584.6,565.0,13,389,136.4,6,0,8,1.4,48,MID
James,Ward-Prowse,0,2,37,1196,16,276.4,199.2,75.0,0,211,55.2,4,1,2,0.5,61,MID
Kurt,Zouma,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,44,DEF
Andy,Irving,0,0,9,161,4,26.5,37.6,17.0,0,38,8.1,0,0,2,0.0,47,MID
Crysencio,Summerville,1,1,33,776,20,246.1,156.4,186.0,2,129,58.7,2,0,2,0.3,55,MID
Guido,Rodríguez,0,0,29,1016,18,62.1,168.6,23.0,0,165,25.5,3,0,5,0.1,48,MID
Niclas,Füllkrug,3,2,36,583,15,150.8,171.2,173.0,3,140,48.6,2,0,2,0.8,67,FWD
Jean-Clair,Todibo,0,0,44,1483,29,34.4,305.2,26.0,1,189,36.6,4,0,2,0.3,42,DEF
Kaelan,Casey,0,0,1,1,0,0.0,2.0,0.0,0,3,0.2,0,0,0,0.2,40,DEF
Carlos,Soler,1,1,45,1336,24,248.0,172.0,163.0,2,204,58.3,2,0,5,0.0,50,MID
Ollie,Scarles,0,0,27,588,8,41.8,92.2,20.0,2,88,15.5,2,0,1,0.2,40,DEF
Ezra,Mayers,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF
Lewis,Orford,0,0,2,47,1,27.6,6.4,6.0,0,13,4.0,0,0,0,0.0,45,MID
Graham,Potter,0,0,60,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.5,5,AM
Sam,Johnstone,0,0,12,630,17,10.0,193.8,0.0,0,42,20.4,0,0,0,0.3,41,GK
Rayan,Aït-Nouri,4,7,120,2778,59,562.9,708.8,370.0,13,417,164.4,7,1,5,14.1,50,DEF
Boubacar,Traoré,0,0,1,1,0,0.0,4.0,0.0,0,3,0.4,0,0,0,0.0,48,MID
Jean-Ricner,Bellegarde,2,6,81,1478,25,382.1,317.6,182.0,5,283,87.5,6,0,3,0.2,49,MID
Daniel,Bentley,0,0,7,90,0,0.0,11.4,0.0,1,24,1.1,1,0,0,1.7,39,GK
Francisco Jorge,Tomás Oliveira,0,0,1,6,0,14.3,3.0,2.0,0,4,1.9,0,0,0,0.1,45,MID
Tawanda,Chirewa,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Leon,Chiwome,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.1,44,FWD
Luke,Cundle,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45,MID
Matheus,Santos Carneiro Da Cunha,15,7,173,2341,50,767.6,915.0,831.0,41,819,251.5,7,0,3,13.5,70,FWD
Craig,Dawson,0,1,17,969,25,31.3,204.2,55.0,1,57,29.1,1,0,2,0.1,42,DEF
Matt,Doherty,2,1,70,1897,35,166.9,466.2,133.0,4,281,76.7,6,0,6,0.3,43,DEF
Tommy,Doyle,0,1,28,474,10,101.7,114.6,34.0,0,128,25.3,0,0,1,0.0,47,MID
Fábio,Silva,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,50,FWD
Nathan,Fraser,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.0,45,FWD
Enso,González,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44,MID
Gonçalo Manuel,Ganchinho Guedes,2,4,56,757,19,167.5,201.0,161.0,2,174,52.6,3,0,1,0.1,53,MID
Hugo,Bueno López,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,DEF
Hwang,Hee-chan,2,1,35,632,18,72.0,111.2,82.0,0,124,26.4,0,0,0,0.3,61,MID
Joe,Hodge,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,45,MID
Ki-Jana,Hoever,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,DEF
João Victor,Gomes da Silva,3,1,82,2691,54,392.8,459.2,219.0,7,422,107.1,6,1,8,0.2,49,MID
José,Malheiro de Sá,0,0,86,2340,44,20.0,539.8,0.0,4,275,56.0,7,0,2,3.0,44,GK
Saša,Kalajdžić,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,48,FWD
Tom,King,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.2,40,GK
Mario,Lemina,1,3,47,1363,39,166.7,356.8,120.0,5,252,64.4,1,0,4,0.1,48,MID
Yerson,Mosquera,0,0,3,441,12,27.3,110.2,21.0,0,24,16.0,0,0,2,0.7,38,DEF
Nélson,Cabral Semedo,0,4,80,2579,43,343.9,460.6,130.0,0,276,93.6,8,0,7,0.7,45,DEF
Pedro,Cardoso de Lima,0,0,2,69,2,34.8,23.4,11.0,0,9,6.9,0,0,0,1.2,39,DEF
Daniel,Castelo Podence,0,0,2,46,2,1.1,3.0,1.0,0,9,0.4,0,0,0,0.0,55,MID
Rodrigo,Martins Gomes,2,0,37,634,16,175.2,177.0,104.0,0,166,45.3,1,0,0,0.1,51,MID
Santiago,Bueno,0,0,50,1671,34,14.7,336.0,80.0,2,168,43.1,5,0,2,0.1,43,DEF
Pablo,Sarabia,3,2,46,678,13,213.1,205.4,175.0,3,164,59.2,1,0,3,0.2,50,MID
Jørgen,Strand Larsen,13,2,129,2465,48,275.2,572.8,807.0,15,508,165.1,7,0,4,5.2,54,FWD
Toti António,Gomes,0,1,75,2253,37,136.5,535.0,98.0,8,344,77.0,8,0,6,0.3,43,DEF
Bastien,Meupiyou,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,39,DEF
André,Trindade da Costa Neto,0,0,54,2170,40,231.2,328.2,28.0,1,383,58.5,7,0,7,0.0,50,MID
Carlos Roberto,Forbs Borges,0,0,9,236,9,24.2,25.8,35.0,0,35,8.3,0,0,2,0.0,54,MID
Alfie,Pond,0,0,1,1,0,0.0,0.0,0.0,0,3,0.0,0,0,0,0.7,39,DEF
Tom,Edozie,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Wes,Okoduwa,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF
Emmanuel,Agbadou,0,0,35,1050,14,53.2,289.2,32.0,1,187,37.4,4,0,2,0.3,40,DEF
Vítor Manuel,de Oliveira Lopes Pereira,0,0,100,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,7.6,8,AM
Nasser,Djiga,0,0,4,20,0,1.2,3.6,0.0,0,11,0.5,0,0,0,0.0,45,DEF
Marshall,Munetsi,1,2,36,788,6,94.0,122.4,155.0,2,95,37.2,5,0,0,0.1,50,MID
Mateus,Mané,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,FWD
