first_name,second_name,goals_scored,assists,total_points,minutes,goals_conceded,creativity,influence,threat,bonus,bps,ict_index,clean_sheets,red_cards,yellow_cards,selected_by_percent,now_cost,element_type,value_per_m
Manor,Solomon,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,54,MID,0.0
Bryan,Gil Salvatierra,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,49,MID,0.0
Archie,Gray,1,0,23,525,6,42.3,86.8,74.0,3,84,20.3,4,0,3,0.1,48,MID,4.8
Mikey,Moore,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,MID,0.0
Pape Matar,Sarr,2,2,42,703,7,84.7,154.6,94.0,0,161,33.4,3,0,0,0.8,45,MID,9.3
Yang,Min-hyeok,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Callum,Olusesi,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,43,MID,0.0
Dominic,Solanke-Mitchell,0,0,2,31,0,0.3,6.0,25.0,0,10,3.1,0,0,0,0.9,72,FWD,0.3
Richarlison,de Andrade,7,3,72,1163,17,157.4,371.0,414.0,9,332,94.3,5,0,4,7.8,64,FWD,11.2
Will,Lankshear,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,FWD,0.0
Dane,Scarlett,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.6,43,FWD,0.0
João Maria,Lobo Alves Palhares Costa Palhinha Gonçalves,2,3,69,1191,16,82.8,333.6,107.0,9,288,52.6,4,0,4,1.0,55,MID,12.5
Xavi,Simons,1,2,39,830,14,160.3,154.4,97.0,3,153,41.2,3,1,2,0.9,65,MID,6.0
Randal,Kolo Muani,0,0,19,695,11,104.7,52.0,123.0,0,47,27.3,3,0,1,0.3,69,FWD,2.8
Jun'ai,Byfield,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF,0.0
James,Rowswell,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF,0.0
Yusuf,Akhamrich,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Igor Julio,dos Santos de Paulo,0,0,6,103,3,10.6,25.8,0.0,0,10,3.6,0,0,0,0.1,45,DEF,1.3
Alphonse,Areola,0,1,40,1395,30,10.0,461.8,0.0,2,178,47.1,0,0,0,2.3,43,GK,9.3
Wes,Foderingham,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,40,GK,0.0
Krisztián,Hegyi,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,39,GK,0.0
El Hadji Malick,Diouf,0,4,44,1387,30,158.3,267.4,64.0,1,112,49.0,2,0,3,1.4,40,DEF,11.0
Emerson,Palmieri dos Santos,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,44,DEF,0.0
Maximilian,Kilman,0,0,33,1488,35,54.3,361.6,57.0,0,74,47.3,1,0,4,0.2,42,DEF,7.9
Konstantinos,Mavropanos,0,0,31,956,20,6.6,236.8,95.0,0,95,33.8,1,0,1,0.1,44,DEF,7.0
Nayef,Aguerd,0,0,3,180,8,3.9,39.0,8.0,0,-1,5.1,0,0,0,0.0,44,DEF,0.7
Ollie,Scarles,0,0,7,357,11,30.0,47.8,14.0,0,23,9.2,0,0,0,0.0,43,DEF,1.6
Jean-Clair,Todibo,0,1,23,1161,26,62.5,254.8,15.0,0,89,33.3,0,0,3,0.1,43,DEF,5.3
Aaron,Wan-Bissaka,0,1,25,1011,25,171.4,195.8,18.0,0,61,38.7,0,0,2,4.0,42,DEF,6.0
Kaelan,Casey,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,DEF,0.0
Lucas,Tolentino Coelho de Lima,4,2,67,1451,32,389.1,371.8,186.0,8,286,94.6,3,1,5,2.8,59,MID,11.4
Tomáš,Souček,2,1,35,581,20,25.1,167.8,184.0,3,129,37.7,1,1,0,0.2,57,MID,6.1
James,Ward-Prowse,0,0,11,414,11,176.3,56.6,6.0,0,82,23.9,1,0,0,0.2,56,MID,2.0
Crysencio,Summerville,0,3,33,1002,22,119.5,92.6,194.0,0,121,40.6,1,0,3,0.1,55,MID,6.0
Edson,Álvarez Velázquez,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,49,MID,0.0
Maxwel,Cornet,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,49,MID,0.0
Guido,Rodríguez,0,0,7,164,2,6.0,5.6,2.0,0,26,1.3,1,0,1,0.0,48,MID,1.5
Luis Guilherme,Lira dos Santos,0,0,5,121,2,14.5,9.2,4.0,0,11,2.5,0,0,0,0.0,49,MID,1.0
George,Earthy,0,0,1,8,1,1.5,0.0,2.0,0,3,0.4,0,0,0,0.0,45,MID,0.2
Andy,Irving,0,0,9,156,4,52.3,31.6,2.0,0,49,8.6,0,0,0,0.3,43,MID,2.1
Lewis,Orford,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,44,MID,0.0
Freddie,Potts,0,1,28,957,22,121.2,153.6,31.0,0,183,30.5,0,0,1,0.8,44,MID,6.4
Jarrod,Bowen,6,2,85,1755,41,242.3,386.2,536.0,16,347,116.3,1,0,2,9.6,77,FWD,11.0
Niclas,Füllkrug,0,0,12,407,11,85.1,26.0,130.0,0,28,23.8,1,0,0,0.6,56,FWD,2.1
Callum,Marshall,0,0,2,58,2,0.1,1.2,7.0,0,0,0.8,0,0,0,0.6,43,FWD,0.5
Kyle,Walker-Peters,1,0,27,817,19,58.4,161.0,73.0,0,107,29.3,1,0,1,0.3,42,DEF,6.4
Callum,Wilson,4,2,51,758,16,54.4,177.6,255.0,6,188,47.9,1,0,0,0.8,58,FWD,8.8
Mads,Hermansen,0,0,9,360,11,0.0,84.8,0.0,0,27,8.5,1,0,0,0.2,43,GK,2.1
Mateus Gonçalo,Espanha Fernandes,2,1,60,1369,27,300.2,313.4,66.0,2,297,68.1,2,0,2,0.2,55,MID,10.9
Soungoutou,Magassa,1,0,33,732,18,65.2,147.2,36.0,2,157,24.8,1,0,2,0.0,50,MID,6.6
Lukasz,Fabianski,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,GK,0.0
Ezra,Mayers,0,0,3,40,2,15.3,8.6,9.0,0,4,3.3,0,0,0,0.0,40,DEF,0.8
Airidas,Golambeckis,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF,0.0
Mohamadou,Kanté,0,0,3,16,0,10.9,4.4,4.0,0,11,1.7,0,0,0,0.0,45,MID,0.7
Sam,Johnstone,0,0,21,1080,24,0.1,308.0,0.0,0,117,30.8,0,0,0,0.1,44,GK,4.8
José,Malheiro de Sá,0,0,13,675,16,10.0,137.4,0.0,1,54,14.9,0,0,0,1.0,42,GK,3.1
Daniel,Bentley,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.5,39,GK,0.0
Emmanuel,Agbadou,0,0,20,1010,27,65.2,286.4,69.0,0,75,42.1,0,1,1,0.1,43,DEF,4.7
Matt,Doherty,0,0,11,599,11,50.1,104.4,18.0,0,53,17.3,1,0,4,0.1,44,DEF,2.5
Hugo,Bueno López,0,2,34,1023,20,262.6,219.8,88.0,2,118,57.3,1,0,1,0.1,43,DEF,7.9
Yerson,Mosquera Valdelamar,0,0,10,731,17,49.7,125.4,67.0,0,37,24.1,0,0,5,0.1,43,DEF,2.3
Rodrigo,Martins Gomes,1,0,13,331,9,40.4,60.2,103.0,0,20,20.5,0,0,0,0.1,44,DEF,3.0
Santiago,Ignacio Bueno,2,1,36,889,20,48.7,256.8,105.0,2,102,41.0,0,0,2,0.1,44,DEF,8.2
Toti,Gomes,0,0,20,949,25,77.4,212.2,29.0,0,74,31.9,0,1,1,0.1,42,DEF,4.8
Ki-Jana,Hoever,0,0,10,423,13,87.8,101.4,13.0,0,38,20.3,0,0,0,1.3,38,DEF,2.6
Bastien,Meupiyou Menadjou,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF,0.0
Pedro,Cardoso de Lima,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.4,40,DEF,0.0
Alfie,Pond,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.2,39,DEF,0.0
Hwang,Hee-chan,2,1,33,774,15,85.7,64.0,109.0,0,91,25.3,0,0,2,0.1,56,MID,5.9
André,Trindade da Costa Neto,0,0,45,1333,30,165.7,202.4,15.0,1,228,38.3,0,0,5,0.1,53,MID,8.5
Jean-Ricner,Bellegarde,1,0,25,685,20,91.3,111.2,93.0,0,114,29.4,1,0,1,0.0,52,MID,4.8
Fer,López González,0,1,12,228,9,61.0,29.0,37.0,0,38,12.4,0,0,1,0.0,52,MID,2.3
João Victor,Gomes da Silva,0,0,47,1504,31,160.8,207.8,67.0,1,248,43.9,1,0,6,0.1,53,MID,8.9
Gonçalo Manuel,Ganchinho Guedes,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,55,MID,0.0
Marshall,Munetsi,1,2,38,872,19,61.8,163.6,196.0,1,131,42.1,0,0,2,0.0,53,MID,7.2
Boubacar,Traoré,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,MID,0.0
Tawanda,Chirewa,0,0,1,21,0,0.0,0.0,0.0,0,1,0.0,0,0,0,0.2,43,MID,0.2
Tom,Edozie,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.4,43,MID,0.0
Enso,González Medina,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.4,43,MID,0.0
Joe,Hodge,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Jørgen,Strand Larsen,1,0,31,1257,25,87.9,103.2,238.0,0,73,42.8,3,0,2,0.9,61,FWD,5.1
Fábio,Soares Silva,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,49,FWD,0.0
Saša,Kalajdžić,0,0,1,14,0,4.3,1.0,2.0,0,1,0.7,0,0,0,0.0,49,FWD,0.2
Leon,Chiwome,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44,FWD,0.0
Nathan,Fraser,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.6,43,FWD,0.0
Jhon,Arias,1,0,38,953,17,170.9,119.6,121.0,1,161,41.0,1,0,1,0.1,49,MID,7.8
David,Møller Wolfe,0,2,19,701,18,101.7,113.4,44.0,0,39,26.1,0,0,1,0.1,43,DEF,4.4
Jackson,Tchatchoua,0,0,24,966,22,206.6,182.6,28.0,0,54,41.8,0,0,1,0.0,44,DEF,5.5
Ladislav,Krejcí,2,1,32,1278,29,105.3,317.0,169.0,0,103,59.2,0,0,2,0.1,45,DEF,7.1
Tolu,Arokodare,1,1,29,533,16,86.0,66.4,162.0,2,85,30.9,0,0,1,0.1,54,FWD,5.4
Mateus,Mané,1,2,21,316,7,63.4,54.4,42.0,0,86,15.9,0,0,0,0.2,45,FWD,4.7
Saheed,Olagunju,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF,0.0
Luke,Rawlings,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Temple,Ojinnaka,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Ethan,Sutherland,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
